Smiles,Tg
CCCCCCCCC2(CCCCCCCC)C1=C(C=CC(=C1)[*])C3=C2C=C(C=C3)C5=CC=C(C4=CC=C(S4)[*])S5,90.75
CCCCCCCCC2(CCCCCCCC)C1=C(C=CC(=C1)[*])C3=C2C=C(C=C3)C4=CC=C(C5=NSN=C45)[*],108.0
CCCCCCCCC2(CCCCCCCC)C1=C(C=CC(=C1)[*])C3=C2C=C(C=C3)C7=CC=C(C5=CC=C(C4=CC=C(S4)[*])C6=NSN=C56)S7,128.0
CCCCCCCCC2(CCCCCCCC)C1=C(C=CC(=C1)[*])C3=C2C=C(C=C3)C9=CC=C(C5=C4N=C(C(=NC4=C(C=C5)C6=CC=C(S6)[*])C7=CC=CC=C7)C8=CC=CC=C8)S9,142.0
CCCCCCCCC2(CCCCCCCC)C1=C(C=CC(=C1)[*])C3=C2C=C(C=C3)C%12=CC=C(C5=C4N=C(C(=NC4=C(C6=NC(=C(N=C56)C7=CC=CC=C7)C8=CC=CC=C8)C9=CC=C(S9)[*])C%10=CC=CC=C%10)C%11=CC=CC=C%11)S%12,184.5
CCCCCCCCC2(CCCCCCCC)C1=C(C=CC(=C1)[*])C3=C2C=C(C=C3)C4=CC=C(C=C4)C(C5=CC=C(C=C5)[*])C6=CC=C(C=C6)C(C)CC,140.0
CCCCCCCCC2(CCCCCCCC)C1=C(C=CC(=C1)[*])C3=C2C=C(C=C3)C4=CC=C(C=C4)C(C5=CC=C(C=C5)[*])C6=CC=C(C=C6)CCCC,156.0
C6(C1=C(C=C2C(=C1)C5=C(C2(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)C=C(C3=CC=C(C4=NSN=C34)[*])S5)C7=C6C=C(S7)[*])(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC,17.6
C6(C1=C(C=C2C(=C1)C5=C(C2(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)C=C(C3=C4C(=C(S3)[*])C(N(C4=O)C)=O)S5)C7=C6C=C(S7)[*])(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC,-0.6
C6(C1=C(C=C2C(=C1)C5=C(C2(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)C=C(C3=CC=C(C4C(=O)N(C)C(=O)C34)[*])S5)C7=C6C=C(S7)[*])(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC,-8.1
C(CCCCCCCC)([N]2C1=C(C=CC(=C1)[*])C3=C2C=C(C=C3)C7=CC=C(C5=CC=C(C4=CC=C(C)S4)C6=NSN=C56)S7)CCCCCCCC,121.2
C7(=CC=C(C2=C1SC(=CC1=C(C5=C2C=C(C4=C3SC(=C(C3=C(S4)[*])F)C(=O)OCC(CCCC)CC)S5)C6=CC=C(S6)CC(CC)CCCC)[*])S7)CC(CC)CCCC,138.0
CCCCC(CC)COC(=O)C2=C(C1=C(SC(=C1S2)C5=CC4=C(C(=C3C=C(SC3=C4OCC(CC)CCCC)[*])OCC(CC)CCCC)S5)[*])F,40.0
CCCCCCCCC2(CC(CC)CCCC)C1=C(SC(=C1)[*])C3=C2C=C(S3)C4=CC=C(C5=NSN=C45)[*],174.0
CCCCC(CC)CC2(CCCCCCO)C1=C(SC(=C1)[*])C3=C2C=C(S3)C4=CC=C(C5=NSN=C45)[*],198.0
CCCCC(CC)CC2(CCCCCC(=O)OCC)C1=C(SC(=C1)[*])C3=C2C=C(S3)C4=CC=C(C5=NSN=C45)[*],161.0
CCCCCCCCN2C(=O)C1=C(SC(=C1C2=O)C3=CC5=C(S3)C4=C(C=C(S4)[*])[Si]5(CC(CCCC)CC)CC(CC)CCCC)[*],107.3
CCCCCCN2C(=O)C1=C(SC(=C1C2=O)C3=CC5=C(S3)C4=C(C=C(S4)[*])[Si]5(CC(CCCC)CC)CC(CC)CCCC)[*],109.0
CCCCN2C(=O)C1=C(SC(=C1C2=O)C3=CC5=C(S3)C4=C(C=C(S4)[*])[Si]5(CC(CCCC)CC)CC(CC)CCCC)[*],109.0
C(CN4C(=O)C3=C(C2=CC=C(C1=CC=C(S1)[*])S2)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C3=C4C5=CC=C(S5)[*])(CCCCCCCCCC)CCCCCCCCCCCC,-8.4
C(CN5C(=O)C4=C(C3=CC=C(C2=CC=C(C1=CC=C(S1)[*])S2)S3)N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C(=O)C4=C5C6=CC=C(S6)[*])(CCCCCCCCCCCC)CCCCCCCCCC,15.4
C(CCCCCCCCCC)(CN3C(=O)C2=C(C1=CC=C(S1)[*])N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C(=O)C2=C3C7=CC=C(C6=CC=C(C5=CC=C(C4=CC=C(S4)[*])S5)S6)S7)CCCCCCCCCCCC,19.0
C(CCCCCCCCCC)(CN5C(=O)C4=C(C3=CC=C(C2=CC1=C(C=C(S1)[*])S2)S3)N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C(=O)C4=C5C6=CC=C(S6)[*])CCCCCCCCCCCC,3.15
C(CN6C(=O)C5=C(C4=CC=C(C3=CC1=C(C2=C(S1)C=C(S2)[*])S3)S4)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C5=C6C7=CC=C(S7)[*])(CCCCCCCCCC)CCCCCCCCCCCC,13.0
C(CN5C(=O)C4=C(C3=CC=C(C2=CC=C(C=CC1=CC=C(S1)[*])S2)S3)N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C(=O)C4=C5C6=CC=C(S6)[*])(CCCCCCCCCCCC)CCCCCCCCCC,24.5
C(CN6C(=O)C5=C(C4=CC=C(C3=CC(=C(C2=CC=C(C1=CC(=C(S1)[*])CCCCCCCC)S2)S3)CCCCCCCC)S4)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C5=C6C7=CC=C(S7)[*])(CCCCCCCCCC)CCCCCCCCCCCC,-11.8
N7(C(=O)C6=C(C5=CC=C(C1=C(C2=C(S1)C4=C(S2)C3=C(C(=C(S3)[*])CCCCCCCCCCCCCCCCC)S4)CCCCCCCCCCCCCCCCC)S5)N(CCCCCCCCCCCCCCCC)C(=O)C6=C7C8=CC=C(S8)[*])CCCCCCCCCCCCCCCC,4.3
C1(=C(SC(=C1)C5=CC=C(C3=C2C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=C2C(=O)N3CC(CCCCCCCCCCCC)CCCCCCCCCC)C4=CC=C(S4)[*])S5)C%10=CC=C(C8=CC=C(C7=CC=C(C6=CC(=C(S6)[*])CCCCCCCCCCCC)S7)C9=NSN=C89)S%10)CCCCCCCCCCCC,32.0
C(CCCCCCCC)(CCCN5C(=O)\C(=C1\C(=O)N(CCCC(CCCCCCCCCCCC)CCCCCCCC)C2=C1C=CC(=C2)C4=CC=C(C3=CC=C(S3)[*])S4)C6=C5C=C(C=C6)[*])CCCCCCCCCCCC,43.0
C(=CC1=C(C=C(C(=C1)OC)[*])OCCC(C)CCCC(C)C)[*],34.0
C(=CC1=C(C=C(C(=C1)OC)[*])OCC(CC)CCCC)[*],65.5
C1(=CC(=CC=C1)C3=C(N=C2C(=CC=C(C2=N3)[*])C4=CC=C(S4)[*])C5=CC(=CC=C5)OCCCCCCCC)OCCCCCCCC,99.0
C1(=CC(=CC=C1)C3=C(N=C2C(=NC=C(C2=N3)[*])C4=CC=C(S4)[*])C5=CC(=CC=C5)OCCCCCCCC)OCCCCCCCC,46.0
CCCCCCCCC1=CC(=CC=C1)C3=C(N=C2C(=CC=C(C2=N3)[*])C4=CC=C(S4)[*])C5=CC(=CC=C5)CCCCCCCC,96.0
C1(=CC(=CC=C1)C3=C(N=C2C(=C(C(=C(C2=N3)[*])F)F)C4=CC=C(S4)[*])C5=CC(=CC=C5)OCCCCCCCC)OCCCCCCCC,48.0
C(COC4=NC(=CC3=CC=C(C2=CC=C(C1=CC=C(S1)[*])S2)S3)C(=NC4=C[*])OCC(CCCCCCCCCCCC)CCCCCCCCCC)(CCCCCCCCCC)CCCCCCCCCCCC,-18.4
C(COC5=NC(=CC4=CC=C(C3=CC=C(C2=CC=C(C1=CC=C(S1)[*])S2)S3)S4)C(=NC5=C[*])OCC(CCCCCCCCCCCC)CCCCCCCCCC)(CCCCCCCCCCCC)CCCCCCCCCC,6.7
C(CN4C(=O)C3=C(C2=CC=C(C1=CC=C(S1)[*])S2)N(CC(CCCCCCCC)CCCCCC)C(=O)C3=C4C5=CC=C(S5)[*])(CCCCCC)CCCCCCCC,1.88
C(CN4C(=O)C3=C(C2=CC=C(C1=CC=C(S1)[*])S2)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C3=C4C5=CC=C(S5)[*])(CCCCCCCCCC)CCCCCCCC,-6.53
C(CN4C(=O)C3=C(C2=CC=C(C1=CC=C(S1)[*])S2)N(CC(CCCCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)C3=C4C5=CC=C(S5)[*])(CCCCCCCCCCCC)CCCCCCCCCCCCCC,-13.26
C(CCCCCC)(CN5C(=O)C4=C(C3=CC=C(C2=CC=C(C1=CC=C(S1)[*])S2)S3)N(CC(CCCCCC)CCCCCCCC)C(=O)C4=C5C6=CC=C(S6)[*])CCCCCCCC,64.69
C(CCCCCCCCCC)(CN5C(=O)C4=C(C3=CC=C(C2=CC=C(C1=CC=C(S1)[*])S2)S3)N(CC(CCCCCCCCCC)CCCCCCCC)C(=O)C4=C5C6=CC=C(S6)[*])CCCCCCCC,25.09
C(CCCCCCCCCCCC)(CN5C(=O)C4=C(C3=CC=C(C2=CC=C(C1=CC=C(S1)[*])S2)S3)N(CC(CCCCCCCCCCCC)CCCCCCCCCCCCCC)C(=O)C4=C5C6=CC=C(S6)[*])CCCCCCCCCCCCCC,1.38
CCCCCCCCC(CCCCCCCCCC)CC1=C(SC(=C1)C5=C(F)C(=C(C4=CC(=C(C3=CC=C(C2=CC=C(S2)[*])S3)S4)CC(CCCCCCCC)CCCCCCCCCC)C6=NSN=C56)F)[*],28.0
C1(=C(SC(=C1)C6=CC=C(C5=CC(=C(C2=CC4=C(S2)C3=C(C=C(S3)[*])[N]4CC(CC)CC)S5)CCCCCC)C7=NSN=C67)[*])CCCCCC,90.0
CCCCCCCCC2(CCCCCCCC)C1=C(C=CC(=C1)[*])C3=C2C=C(C=C3)C7=CC=C(C5=CC=C(C4=CC=C(S4)[*])C6=NSN=C56)S7,128.0
C1(=C(SC(=C1)C6=CC=C(C5=CC(=C(C2=CC4=C(C=C2)C3=C(C=C(C=C3)[*])[N]4C(CCCCCCCC)CCCCCCCC)S5)CCCCCC)C7=NSN=C67)[*])CCCCCC,74.0
C1(=C(SC(=C1)C3=CC=C(C2=CC(=C(S2)[*])CCCCCC)C4=NSN=C34)C5=CC7=C(C=C5)C6=CC=C(C=C6C7(CCCCCCCC)CCCCCCCC)[*])CCCCCC,79.0
CCCCOC1=C(C=C(C=C1)[*])C2=C(C=CC(=C2)C3=CC=C(C=C3)[*])OCCCC,164.0
CCCCCCOC1=C(C=C(C=C1)[*])C2=C(C=CC(=C2)C3=CC=C(C=C3)[*])OCCCCCC,117.0
CCCCCCCCOC1=C(C=C(C=C1)[*])C2=C(C=CC(=C2)C3=CC=C(C=C3)[*])OCCCCCCCC,87.0
CCCCCCCCCCOC1=C(C=C(C=C1)[*])C2=C(C=CC(=C2)C3=CC=C(C=C3)[*])OCCCCCCCCCC,58.0
C(CCCCCCCC)(CN6C(=O)C2=C1C(=C(C=C5C1=C(C(=C2)C4=CC=C(C3=CC=C(S3)[*])S4)C(N(C5=O)CC(CCCCCCCCCC)CCCCCCCC)=O)[*])C6=O)CCCCCCCCCC,74.0
C(CN5C(=O)\C(=C1\C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C2=C1C=CC(=C2)C4=CC=C(C3=CC=C(S3)[*])S4)C6=C5C=C(C=C6)[*])(CCCCCCCC)CCCCCCCCCC,65.0
C(=CC1=C(C=C(C(=C1)OC)C=CC2=C(C=C(C(=C2)OC)[*])OC)OCC(CC)CCCC)[*],113.0
C1=C(C=CC2=C1C(C3=CC(=CC=C23)C4=CC=C(C5=NSN=C45)[*])(CCCCCCCC)CCCCCCCC)[*],121.65
C1(=C7C(=C(S1)C3=CC2=C(C5=C(C(=C2S3)C4=CC=C(S4)CC(CC)CCCC)C=C(S5)[*])C6=CCC(S6)CC(CC)CCCC)SC(=C7F)C(=O)OCC(CC)CCCC)[*],130.3
C1(=C5C(=C(S1)C3=CC2=C(C4=C(C(=C2S3)OCC(CC)CCC)C=C(S4)[*])OCC(CC)CCCC)SC(=C5F)C(=O)OCC(CC)CCCC)[*],73.8
C1=CC(=CC(=C1)C3=NC2=C(C=CC(=C2N=C3C4=CC(=CC=C4)OCCCCCCCC)C5=CC=C(S5)[*])[*])OCCCCCCCC,81.4
C1=C(C4=C3C2=C1C(N(C(C2=C(C=C3C(N(C4=O)CC(CCCCCCCCCC)CCCCCCCC)=O)C5=CC=C(S5)C6=CC=C(S6)[*])=O)CC(CCCCCCCCCC)CCCCCCCC)=O)[*],112.0
C1=C(C2=C(C=C1)\C(C(N2CC(CCCCCCCCCC)CCCCCCCCCC)=O)=C4\C3=CC(=CC=C3N(CC(CCCCCCCCCC)CCCCCCCCCC)C4=O)C5=CC=C(S5)C6=CC=C(S6)[*])[*],69.2
C1=C(C2=C(C=C1)\C(C(N2CCC(CCCCCCCCCCC)CCCCCCCCC)=O)=C4\C3=CC(=CC=C3N(C4=O)CCC(CCCCCCCCCC)CCCCCCCCCC)C5=CC=C(S5)C6=CC=C(S6)[*])[*],49.1
C1=C(C2=C(C=C1)\C(C(N2CCCCC(CCCCCCCCCCC)CCCCCCCCC)=O)=C4\C3=CC(=CC=C3N(C4=O)CCCCC(CCCCCCCCCC)CCCCCCCCCC)C5=CC=C(S5)C6=CC=C(S6)[*])[*],20.0
C1=C(C4=C3C2=C1C(N(C(C2=C(C=C3C(N(C4=O)CC(CCCCCC)CCCCCCCC)=O)C5=CC=C(S5)[*])=O)CC(CCCCCC)CCCCCCCC)=O)[*],120.4
C1=C(C4=C3C2=C1C(N(C(C2=C(C=C3C(N(C4=O)CC(CCCCCCCCCC)CCCCCCCC)=O)C5=CC=C(S5)[*])=O)CC(CCCCCCCCCC)CCCCCCCC)=O)[*],94.85
C1=C(C4=C3C2=C1C(N(C(C2=C(C=C3C(N(C4=O)CC(CCCCCCCCCC)CCCCCCCCCCCC)=O)C5=CC=C(S5)[*])=O)CC(CCCCCCCCCC)CCCCCCCCCCCC)=O)[*],42.3
C1=C(C4=C3C2=C1C(N(C(C2=C(C=C3C(N(C4=O)CC(CCCCCCCCCCCCC)CCCCCCCCCCCC)=O)C5=CC=C(S5)[*])=O)CC(CCCCCCCCCCCCCC)CCCCCCCCCCCC)=O)[*],24.5
C(CC(CC)CC%10=C(F)C=C(C2=C9C(=C(C1=CC(=C(CC(CCCC)CC)S1)F)C8=C2C=C(C7=CC=C(C6=C4C(=O)C3=C(CC(CCCC)CC)SC(=C3C(=O)C4=C(C5=CC=C(S5)[*])S6)CC(CCCC)CC)S7)S8)C=C(S9)[*])S%10)CC,130.4
C(CC(CC)CC%10=C(C=C(C2=C9C(=C(C1=CC(=C(CC(CCCC)CC)S1)Cl)C8=C2C=C(C7=CC=C(C6=C4C(=O)C3=C(CC(CCCC)CC)SC(=C3C(=O)C4=C(C5=CC=C(S5)[*])S6)CC(CCCC)CC)S7)S8)C=C(S9)[*])S%10)Cl)CC,145.6
CCCCCCCCC2(CCCCCCCC)C1=C(C=CC(=C1)[*])C3=C2C=C(C=C3)C4=CC=C(C=C4)N(C5=CC=C(C=C5)[*])C6=CC=C(C=C6)C(C)CC,133.0
CCCCC(CC)CC2(CC(CC)CCCC)C1=C(SC(=C1)[*])C3=C2C=C(S3)C4=CC=C(C5=NSN=C45)[*],175.8
C(CCCCCCCC)(CN6C(=O)C2=C1C(=C(C=C5C1=C(C(=C2)C4=CC=C(C3=CC=C(S3)[*])S4)C(N(C5=O)CC(CCCCCC)CCCCCCCC)=O)[*])C6=O)CCCCCC,136.0
C12=NSN=C1C(=CC=C2C3=CC=C(S3)C4=CC6=C(C=C4)C5=C(C=C(C=C5)[*])C6(CCCCCCCC)CCCCCCCC)C7=CC=C(S7)[*],126.0
C12=NSN=C1C(=CC=C2C3=CC=C(S3)C4=CC6=C(C=C4)C5=C(C=C(C=C5)[*])[N]6C(CCCCCCCC)CCCCCCCC)C7=CC=C(S7)[*],116.0
C12=NSN=C1C(=CC=C2C3=CC(=C(S3)C4=CC6=C(C=C4)C5=C(C=C(C=C5)[*])C6(CCCCCCCC)CCCCCCCC)CCCCCC)C7=CC(=C(S7)[*])CCCCCC,79.0
C12=NSN=C1C(=CC=C2C3=CC(=C(S3)C4=CC6=C(C=C4)C5=C(C=C(C=C5)[*])[N]6C(CCCCCCCC)CCCCCCCC)CCCCCC)C7=CC(=C(S7)[*])CCCCCC,74.0
C12=NSN=C1C(=CC=C2C3=CC(=C(S3)C6=CC5=C(C4=C(C=C(S4)[*])[N]5CC(CCCC)CC)S6)CCCCCC)C7=CC(=C(S7)[*])CCCCCC,90.0
C12=NSN=C1C(=CC=C2C3=CC5=C(C=C3)C4=C(C=C(C=C4)[*])C5(CCCCCCCC)CCCCCCCC)[*],112.0
C1(=CC3=C(C=C1)C2=C(C=C(C=C2)[*])C3(CCCCCCCC)CCCCCCCC)C5=CC=C(C4=CC=C([*])S4)S5,102.0
C1(=CC3=C(C=C1)C2=C(C=C(C=C2)[*])C3(CCCCCCCC)CCCCCCCC)C4=CC=C(C=C4)N(C5=CC=C(C=C5)[*])C6=CC=C(C=C6)C(CC)C,140.0
CCCCC1=C(SC(=C1)[*])[*],50.0
CCCCCCC1=C(SC(=C1)[*])[*],10.0
CCCCCCCCC1=C(SC(=C1)[*])[*],-17.0
C(CCCCCCCC1=C(SC(=C1)[*])[*])CC,-27.0
C(CCCCCCCC1=C(SC(=C1)[*])[*])CCCC,-30.0
C1(C3=C(C2=C1C=C(C=C2)[*])C=CC(=C3)[*])(CCCCCC)CCCCCC,101.0
C1(C3=C(C2=C1C=C(C=C2)[*])C=CC(=C3)[*])(CC(CCCC)CC)CC(CCCC)CC,59.0
C1(C3=C(C2=C1C=C(C=C2)[*])C=CC(=C3)[*])(CCCCCCCC)CCCCCCCC,71.0
C1(C3=C(C2=C1C=C(C=C2)[*])C=CC(=C3)[*])(CCCCCCCCCCCC)CCCCCCCCCCCC,16.0
C6=C(C5=C(C=C(C1=C(C(=C(C2=NSN=C12)C4=CC(=C(C3=CC=C(S3)[*])S4)CC(CCCCCCCCCC)CCCCCCCC)F)F)S5)CC(CCCCCCCC)CCCCCCCCCC)SC(=C6)[*],28.0
C15=C(C(=C2C(=C1OCC(CC)CCCC)SC(=C2)C3=C4C(=C(S3)[*])C(=C(S4)C(=O)OCC(CC)CCCC)F)OCC(CC)CCCC)SC(=C5)[*],40.0
C14=CC(=C3C2=C1C(=C(C=C2C(N(C3=O)CC(CCCCCCCC)CCCCCCCCCC)=O)[*])C(N(C4=O)CC(CCCCCCCC)CCCCCCCCCC)=O)C6=CC=C(C5=CC=C([*])S5)S6,74.0
C12=CC(=CC=C1\C(C(=O)N2CC(CCCCCCCCCC)CCCCCCCC)=C3\C4=C(N(C3=O)CC(CCCCCCCC)CCCCCCCCCC)C=C(C=C4)C5=CC=C(S5)C6=CC=C(S6)[*])[*],65.0
C1=C(C(=CC(=C1[*])OC)C=CC2=C(C=C(C(=C2)OCC(CCCC)CC)C=C[*])OC)OC,113.0
C1(=CC(=C(C=C1C=C[*])OC)[*])OCCC(CCCC(C)C)C,50.0
C1(=CC(=C(C=C1C=C[*])OC)[*])OCC(CC)CCCC,66.0
C4(=CC3=C(C=C(C2=CC(=C(C1=C(C=C(S1)[*])CCCCCCCCCCCCCC)S2)CCCCCCCCCCCCCC)S3)S4)[*],5.0
C1=CC(=CC(=C1OCCCC)C2=CC(=CC=C2OCCCC)C3=CC=C(C=C3)[*])[*],164.0
C1=CC(=CC(=C1OCCCCCC)C2=CC(=CC=C2OCCCCCC)C3=CC=C(C=C3)[*])[*],117.0
C1=CC(=CC(=C1OCCCCCCCC)C2=CC(=CC=C2OCCCCCCCC)C3=CC=C(C=C3)[*])[*],87.0
C1=CC(=CC(=C1OCCCCCCCCCC)C2=CC(=CC=C2OCCCCCCCCCC)C3=CC=C(C=C3)[*])[*],58.0
C1(=CC3=C(C=C1)C2=C(C=C(C=C2)[*])C3(CCCCCCCC)CCCCCCCC)C9=CC=C(C4=CC=C(C5=C4N=C(C(=C5)C6=CC=CC=C6)C7=CC=CC=C7)C8=CC=C([*])S8)S9,142.0
C1(=CC3=C(C=C1)C2=C(C=C(C=C2)[*])C3(CCCCCCCC)CCCCCCCC)C%11=CC=C(C4=C(C(=C(C5=C4N=C(C(=N5)C6=CC=CC=C6)C7=CC=CC=C7)C8=CC=C([*])S8)C9=CC=CC=C9)C%10=CC=CC=C%10)S%11,192.0
