Smiles,Tg
C1(=CC(=CC=C1)C3=C(N=C2C(=CC=C(C2=N3)[*])C4=CC=C(S4)[*])C5=CC(=CC=C5)OCCCCCCCC)OCCCCCCCC,99
C1(=CC(=CC=C1)C3=C(N=C2C(=NC=C(C2=N3)[*])C4=CC=C(S4)[*])C5=CC(=CC=C5)OCCCCCCCC)OCCCCCCCC,46
CCCCCCCCC1=CC(=CC=C1)C3=C(N=C2C(=CC=C(C2=N3)[*])C4=CC=C(S4)[*])C5=CC(=CC=C5)CCCCCCCC,96
C1(=CC(=CC=C1)C3=C(N=C2C(=C(C(=C(C2=N3)[*])F)F)C4=CC=C(S4)[*])C5=CC(=CC=C5)OCCCCCCCC)OCCCCCCCC,48
C(COC4=NC(=CC3=CC=C(C2=CC=C(C1=CC=C(S1)[*])S2)S3)C(=NC4=C[*])OCC(CCCCCCCCCCCC)CCCCCCCCCC)(CCCCCCCCCC)CCCCCCCCCCCC,-18.4
C(COC5=NC(=CC4=CC=C(C3=CC=C(C2=CC=C(C1=CC=C(S1)[*])S2)S3)S4)C(=NC5=C[*])OCC(CCCCCCCCCCCC)CCCCCCCCCC)(CCCCCCCCCCCC)CCCCCCCCCC,6.7
C(CN4C(=O)C3=C(C2=CC=C(C1=CC=C(S1)[*])S2)N(CC(CCCCCCCC)CCCCCC)C(=O)C3=C4C5=CC=C(S5)[*])(CCCCCC)CCCCCCCC,1.88
C(CN4C(=O)C3=C(C2=CC=C(C1=CC=C(S1)[*])S2)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C3=C4C5=CC=C(S5)[*])(CCCCCCCCCC)CCCCCCCC,-6.53
C(CN4C(=O)C3=C(C2=CC=C(C1=CC=C(S1)[*])S2)N(CC(CCCCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)C3=C4C5=CC=C(S5)[*])(CCCCCCCCCCCC)CCCCCCCCCCCCCC,-13.26
C(CCCCCC)(CN5C(=O)C4=C(C3=CC=C(C2=CC=C(C1=CC=C(S1)[*])S2)S3)N(CC(CCCCCC)CCCCCCCC)C(=O)C4=C5C6=CC=C(S6)[*])CCCCCCCC,64.69
C(CCCCCCCCCC)(CN5C(=O)C4=C(C3=CC=C(C2=CC=C(C1=CC=C(S1)[*])S2)S3)N(CC(CCCCCCCCCC)CCCCCCCC)C(=O)C4=C5C6=CC=C(S6)[*])CCCCCCCC,25.09
C(CCCCCCCCCCCC)(CN5C(=O)C4=C(C3=CC=C(C2=CC=C(C1=CC=C(S1)[*])S2)S3)N(CC(CCCCCCCCCCCC)CCCCCCCCCCCCCC)C(=O)C4=C5C6=CC=C(S6)[*])CCCCCCCCCCCCCC,1.38
O(C(=O)OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)[*])[*],147
O(C1=CC=C(C=C1)OC2=CC=C(C=C2)C(=O)C3=CC=C(C=C3)[*])[*],143
O(CCOC(=O)C1=CC=C(C=C1)C(=O)[*])[*],80
O(C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)[*])[*],163
O(C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C(=O)C3=CC=C(C=C3)[*])[*],165
O(C4=CC=C(OC3=CC=C(C(=O)C2=CC=C(C(=O)C1=CC=C(C=C1)[*])C=C2)C=C3)C=C4)[*],154
C1(=CC=C(C=C1)N(C2=CC=C(C=C2)C)C3=CC=C(C=C3)[*])[*],185
CCCCCCCCC(CCCCCCCCCC)CC1=C(SC(=C1)C5=C(F)C(=C(C4=CC(=C(C3=CC=C(C2=CC=C(S2)[*])S3)S4)CC(CCCCCCCC)CCCCCCCCCC)C6=NSN=C56)F)[*],28
C1(=C(SC(=C1)C6=CC=C(C5=CC(=C(C2=CC4=C(S2)C3=C(C=C(S3)[*])[N]4CC(CC)CC)S5)CCCCCC)C7=NSN=C67)[*])CCCCCC,90
CCCCCCCCC2(CCCCCCCC)C1=C(C=CC(=C1)[*])C3=C2C=C(C=C3)C7=CC=C(C5=CC=C(C4=CC=C(S4)[*])C6=NSN=C56)S7,128
C1(=C(SC(=C1)C6=CC=C(C5=CC(=C(C2=CC4=C(C=C2)C3=C(C=C(C=C3)[*])[N]4C(CCCCCCCC)CCCCCCCC)S5)CCCCCC)C7=NSN=C67)[*])CCCCCC,74
C1(=C(SC(=C1)C3=CC=C(C2=CC(=C(S2)[*])CCCCCC)C4=NSN=C34)C5=CC7=C(C=C5)C6=CC=C(C=C6C7(CCCCCCCC)CCCCCCCC)[*])CCCCCC,79
CCCCOC1=C(C=C(C=C1)[*])C2=C(C=CC(=C2)C3=CC=C(C=C3)[*])OCCCC,164
CCCCCCOC1=C(C=C(C=C1)[*])C2=C(C=CC(=C2)C3=CC=C(C=C3)[*])OCCCCCC,117
CCCCCCCCOC1=C(C=C(C=C1)[*])C2=C(C=CC(=C2)C3=CC=C(C=C3)[*])OCCCCCCCC,87
CCCCCCCCCCOC1=C(C=C(C=C1)[*])C2=C(C=CC(=C2)C3=CC=C(C=C3)[*])OCCCCCCCCCC,58
